"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Machinery and appliances",1684,"Soldering and Welding Machinery",168468,"Machines",16,3015,2019
"Machinery and appliances",1684,"Calculators",168470,"Machines",16,32098,2019
"Machinery and appliances",1684,"Computers",168471,"Machines",16,116314,2019
"Machinery and appliances",1684,"Other Office Machines",168472,"Machines",16,12537,2019
"Machinery and appliances",1684,"Office Machine Parts",168473,"Machines",16,186338,2019
"Machinery and appliances",1684,"Stone Processing Machines",168474,"Machines",16,329932,2019
"Machinery and appliances",1684,"Glass Working Machines",168475,"Machines",16,1673,2019
"Machinery and appliances",1684,"Rubberworking Machinery",168477,"Machines",16,174502,2019
"Machinery and appliances",1684,"Tobacco Processing Machines",168478,"Machines",16,235,2019
"Machinery and appliances",1684,"Machinery Having Individual Functions",168479,"Machines",16,313729,2019
"Machinery and appliances",1684,"Metal Molds",168480,"Machines",16,110227,2019
"Machinery and appliances",1684,"Valves",168481,"Machines",16,389657,2019
"Machinery and appliances",1684,"Ball Bearings",168482,"Machines",16,49709,2019
"Machinery and appliances",1684,"Transmissions",168483,"Machines",16,665563,2019
"Machinery and appliances",1684,"Gaskets",168484,"Machines",16,17148,2019
"Machinery and appliances",1684,"Boat Propellers",168485,"Machines",16,23900,2019
"Electrical machinery and equipment",1685,"Electric Motors",168501,"Machines",16,122074,2019
"Electrical machinery and equipment",1685,"Electric Generating Sets",168502,"Machines",16,202738,2019
"Electrical machinery and equipment",1685,"Electric Motor Parts",168503,"Machines",16,12532,2019
"Electrical machinery and equipment",1685,"Electrical Transformers",168504,"Machines",16,664480,2019
"Electrical machinery and equipment",1685,"Electromagnets",168505,"Machines",16,12793,2019
"Electrical machinery and equipment",1685,"Batteries",168506,"Machines",16,197556,2019
"Electrical machinery and equipment",1685,"Electric Batteries",168507,"Machines",16,98707,2019
"Electrical machinery and equipment",1685,"Vacuum Cleaners",168508,"Machines",16,4188,2019
"Electrical machinery and equipment",1685,"Other Domestic Electric Housewares",168509,"Machines",16,2930,2019
"Electrical machinery and equipment",1685,"Hair Trimmers",168510,"Machines",16,900,2019
"Electrical machinery and equipment",1685,"Electrical Ignitions",168511,"Machines",16,59496,2019
"Electrical machinery and equipment",1685,"Electrical Lighting and Signalling Equipment",168512,"Machines",16,19282,2019
"Electrical machinery and equipment",1685,"Portable Lighting",168513,"Machines",16,61455,2019
"Electrical machinery and equipment",1685,"Electric Furnaces",168514,"Machines",16,85,2019
"Electrical machinery and equipment",1685,"Electric Soldering Equipment",168515,"Machines",16,955482.9999999999,2019
"Electrical machinery and equipment",1685,"Electric Heaters",168516,"Machines",16,134624,2019
"Electrical machinery and equipment",1685,"Telephones",168517,"Machines",16,180497,2019
"Electrical machinery and equipment",1685,"Microphones and Headphones",168518,"Machines",16,16514,2019
"Electrical machinery and equipment",1685,"Sound Recording Equipment",168519,"Machines",16,7254,2019
"Electrical machinery and equipment",1685,"Video Recording Equipment",168521,"Machines",16,61814,2019
"Electrical machinery and equipment",1685,"Blank Audio Media",168523,"Machines",16,1037297,2019
"Electrical machinery and equipment",1685,"Sound Recordings",168524,"Machines",16,1952,2019
"Electrical machinery and equipment",1685,"Broadcasting Equipment",168525,"Machines",16,848498,2019
"Electrical machinery and equipment",1685,"Navigation Equipment",168526,"Machines",16,30327,2019
"Electrical machinery and equipment",1685,"Radio Receivers",168527,"Machines",16,11432,2019
"Electrical machinery and equipment",1685,"Video Displays",168528,"Machines",16,1405955,2019
"Electrical machinery and equipment",1685,"Broadcasting Accessories",168529,"Machines",16,8963,2019
"Electrical machinery and equipment",1685,"Audio Alarms",168531,"Machines",16,30481,2019
"Electrical machinery and equipment",1685,"Electrical Capacitors",168532,"Machines",16,7.999999999999999,2019
"Electrical machinery and equipment",1685,"Electrical Resistors",168533,"Machines",16,1997,2019
"Electrical machinery and equipment",1685,"Printed Circuit Boards",168534,"Machines",16,1462,2019
"Electrical machinery and equipment",1685,"High-voltage Protection Equipment",168535,"Machines",16,12625,2019
"Electrical machinery and equipment",1685,"Low-voltage Protection Equipment",168536,"Machines",16,98246,2019
"Electrical machinery and equipment",1685,"Electrical Control Boards",168537,"Machines",16,86767,2019
"Electrical machinery and equipment",1685,"Electrical Power Accessories",168538,"Machines",16,57887,2019
"Electrical machinery and equipment",1685,"Electric Filament",168539,"Machines",16,23542,2019
"Electrical machinery and equipment",1685,"Cathode Tubes",168540,"Machines",16,5827.999999999999,2019
"Electrical machinery and equipment",1685,"Semiconductor Devices",168541,"Machines",16,154345,2019
"Electrical machinery and equipment",1685,"Integrated Circuits",168542,"Machines",16,341917,2019
"Electrical machinery and equipment",1685,"Other Electrical Machinery",168543,"Machines",16,152570,2019
"Electrical machinery and equipment",1685,"Insulated Wire",168544,"Machines",16,326667,2019
"Electrical machinery and equipment",1685,"Carbon-based Electronics",168545,"Machines",16,489,2019
"Electrical machinery and equipment",1685,"Electrical Insulators",168546,"Machines",16,22427,2019
"Electrical machinery and equipment",1685,"Metal Insulating Fittings",168547,"Machines",16,213.00000000000003,2019
"Railway and other rolling stock",1786,"Railway Maintenance Vehicles",178604,"Transportation",17,1284077,2019
"Railway and other rolling stock",1786,"Railway Freight Cars",178606,"Transportation",17,31452,2019
"Railway and other rolling stock",1786,"Locomotive Parts",178607,"Transportation",17,566,2019
"Railway and other rolling stock",1786,"Shipping containers",178609,"Transportation",17,114006,2019
"Vehicles and their parts",1787,"Tractors",178701,"Transportation",17,1009835,2019
"Vehicles and their parts",1787,"Buses",178702,"Transportation",17,122456,2019
"Vehicles and their parts",1787,"Cars",178703,"Transportation",17,531778,2019
"Vehicles and their parts",1787,"Delivery Trucks",178704,"Transportation",17,709291,2019
"Vehicles and their parts",1787,"Specialized Vehicles",178705,"Transportation",17,92861,2019
"Vehicles and their parts",1787,"Vehicle Bodies",178707,"Transportation",17,1216662,2019
"Vehicles and their parts",1787,"Vehicle Parts",178708,"Transportation",17,1625853,2019
"Vehicles and their parts",1787,"Work Trucks",178709,"Transportation",17,13503,2019
"Vehicles and their parts",1787,"Motorcycles",178711,"Transportation",17,63484,2019
"Vehicles and their parts",1787,"Bicycles",178712,"Transportation",17,38497,2019
"Vehicles and their parts",1787,"Wheelchairs",178713,"Transportation",17,166.99999999999997,2019
"Vehicles and their parts",1787,"Bi-Wheel Vehicle Parts",178714,"Transportation",17,117302,2019
"Vehicles and their parts",1787,"Trailers",178716,"Transportation",17,657936,2019
"Aircraft, spacecraft and parts thereof",1788,"Non-powered Aircraft",178801,"Transportation",17,47,2019
"Aircraft, spacecraft and parts thereof",1788,"Planes, Helicopters, and/or Spacecraft",178802,"Transportation",17,170539.00000000003,2019
"Aircraft, spacecraft and parts thereof",1788,"Aircraft Parts",178803,"Transportation",17,2123394,2019
"Ships, boats and floating structures",1789,"Passenger and Cargo Ships",178901,"Transportation",17,1299743,2019
"Ships, boats and floating structures",1789,"Special Purpose Ships",178905,"Transportation",17,501,2019
"Ships, boats and floating structures",1789,"Other Floating Structures",178907,"Transportation",17,40.99999999999999,2019
"Ships, boats and floating structures",1789,"Scrap Vessels",178908,"Transportation",17,4357126,2019
"Instruments and apparatus",1890,"Optical Fibers",189001,"Instruments",18,385,2019
"Instruments and apparatus",1890,"Mirrors and Lenses",189002,"Instruments",18,1449,2019
"Instruments and apparatus",1890,"Eyewear Frames",189003,"Instruments",18,777,2019
"Instruments and apparatus",1890,"Eyewear",189004,"Instruments",18,15245,2019
"Instruments and apparatus",1890,"Binoculars and Telescopes",189005,"Instruments",18,117,2019
"Instruments and apparatus",1890,"Cameras",189006,"Instruments",18,17,2019
"Instruments and apparatus",1890,"Video Cameras",189007,"Instruments",18,676,2019
"Instruments and apparatus",1890,"Photocopiers",189009,"Instruments",18,14566,2019
"Instruments and apparatus",1890,"Photo Lab Equipment",189010,"Instruments",18,126,2019
"Instruments and apparatus",1890,"LCDs",189013,"Instruments",18,38933,2019
"Instruments and apparatus",1890,"Compasses",189014,"Instruments",18,62098,2019
"Instruments and apparatus",1890,"Surveying Equipment",189015,"Instruments",18,362362,2019
"Instruments and apparatus",1890,"Balances",189016,"Instruments",18,9241,2019
"Instruments and apparatus",1890,"Drafting Tools",189017,"Instruments",18,1358,2019
"Instruments and apparatus",1890,"Medical Instruments",189018,"Instruments",18,1039194,2019
"Instruments and apparatus",1890,"Therapeutic Appliances",189019,"Instruments",18,1396,2019
"Instruments and apparatus",1890,"Breathing Appliances",189020,"Instruments",18,202,2019
"Instruments and apparatus",1890,"Orthopedic Appliances",189021,"Instruments",18,184696,2019
"Instruments and apparatus",1890,"X-Ray Equipment",189022,"Instruments",18,78711,2019
"Instruments and apparatus",1890,"Instructional Models",189023,"Instruments",18,795.9999999999999,2019
"Instruments and apparatus",1890,"Tensile Testing Machines",189024,"Instruments",18,5542,2019
"Instruments and apparatus",1890,"Hydrometers",189025,"Instruments",18,3150,2019
"Instruments and apparatus",1890,"Gas and Liquid Flow Measuring Instruments",189026,"Instruments",18,368309,2019
"Instruments and apparatus",1890,"Chemical Analysis Instruments",189027,"Instruments",18,123070,2019
"Instruments and apparatus",1890,"Utility Meters",189028,"Instruments",18,23221,2019
"Instruments and apparatus",1890,"Revolution Counters",189029,"Instruments",18,2362,2019
"Instruments and apparatus",1890,"Oscilloscopes",189030,"Instruments",18,72279,2019
"Instruments and apparatus",1890,"Other Measuring Instruments",189031,"Instruments",18,239230,2019
"Instruments and apparatus",1890,"Thermostats",189032,"Instruments",18,22367,2019
"Instruments and apparatus",1890,"Opto-Electric Instrument Parts",189033,"Instruments",18,7141,2019
"Clocks and watches",1891,"Precious Metal Watches",189101,"Instruments",18,1659,2019
"Clocks and watches",1891,"Base Metal Watches",189102,"Instruments",18,4965,2019
"Clocks and watches",1891,"Clocks with Watch Movements",189103,"Instruments",18,13.999999999999998,2019
"Clocks and watches",1891,"Dashboard Clocks",189104,"Instruments",18,1599,2019
"Clocks and watches",1891,"Other Clocks",189105,"Instruments",18,781,2019
"Clocks and watches",1891,"Time Recording Instruments",189106,"Instruments",18,225,2019
"Clocks and watches",1891,"Clock Movements",189109,"Instruments",18,59.00000000000001,2019
"Clocks and watches",1891,"Watch Straps",189113,"Instruments",18,83,2019
"Clocks and watches",1891,"Other Clocks and Watches",189114,"Instruments",18,263,2019
"Musical instruments",1892,"Pianos",189201,"Instruments",18,82.00000000000001,2019
"Musical instruments",1892,"String Instruments",189202,"Instruments",18,3585,2019
"Musical instruments",1892,"Wind Instruments",189205,"Instruments",18,172833,2019
"Musical instruments",1892,"Percussion",189206,"Instruments",18,7155,2019
"Musical instruments",1892,"Electric Musical Instruments",189207,"Instruments",18,1112,2019
"Musical instruments",1892,"Other Musical Instruments",189208,"Instruments",18,4357,2019
"Musical instruments",1892,"Musical Instrument Parts",189209,"Instruments",18,1088,2019
"Arms and ammunition",1993,"Military Weapons",199301,"Weapons",19,29605,2019
"Arms and ammunition",1993,"Other Firearms",199303,"Weapons",19,626,2019
"Furniture",2094,"Seats",209401,"Miscellaneous",20,105997,2019
"Furniture",2094,"Medical Furniture",209402,"Miscellaneous",20,18710,2019
"Furniture",2094,"Other Furniture",209403,"Miscellaneous",20,989403,2019
"Furniture",2094,"Mattresses",209404,"Miscellaneous",20,627403,2019
"Furniture",2094,"Light Fixtures",209405,"Miscellaneous",20,90445,2019
"Furniture",2094,"Prefabricated Buildings",209406,"Miscellaneous",20,51665,2019
"Toys and games",2095,"Models and Stuffed Animals",209503,"Miscellaneous",20,13213,2019
"Toys and games",2095,"Video and Card Games",209504,"Miscellaneous",20,65645,2019
"Toys and games",2095,"Party Decorations",209505,"Miscellaneous",20,278161,2019
"Toys and games",2095,"Sports Equipment",209506,"Miscellaneous",20,69086,2019
"Toys and games",2095,"Fishing and Hunting Equipment",209507,"Miscellaneous",20,2731,2019
"Toys and games",2095,"Fairground Amusements",209508,"Miscellaneous",20,221.99999999999997,2019
"Miscellaneous manufactured articles",2096,"Worked Ivory and Bone",209601,"Miscellaneous",20,23231.999999999996,2019
"Miscellaneous manufactured articles",2096,"Vegetable and Mineral Carvings",209602,"Miscellaneous",20,35,2019
"Miscellaneous manufactured articles",2096,"Brooms",209603,"Miscellaneous",20,181754,2019
"Miscellaneous manufactured articles",2096,"Hand Sifters",209604,"Miscellaneous",20,1038,2019
"Miscellaneous manufactured articles",2096,"Travel Kits",209605,"Miscellaneous",20,9413,2019
"Miscellaneous manufactured articles",2096,"Buttons",209606,"Miscellaneous",20,1253.9999999999998,2019
"Miscellaneous manufactured articles",2096,"Zippers",209607,"Miscellaneous",20,562,2019
"Miscellaneous manufactured articles",2096,"Pens",209608,"Miscellaneous",20,57003,2019
"Miscellaneous manufactured articles",2096,"Pencils and Crayons",209609,"Miscellaneous",20,12590,2019
"Miscellaneous manufactured articles",2096,"Chalkboards",209610,"Miscellaneous",20,185,2019
"Miscellaneous manufactured articles",2096,"Rubber Stamps",209611,"Miscellaneous",20,3816.9999999999995,2019
"Miscellaneous manufactured articles",2096,"Ink Ribbons",209612,"Miscellaneous",20,514,2019
"Miscellaneous manufactured articles",2096,"Lighters",209613,"Miscellaneous",20,323,2019
"Miscellaneous manufactured articles",2096,"Smoking Pipes",209614,"Miscellaneous",20,44.00000000000001,2019
"Miscellaneous manufactured articles",2096,"Combs",209615,"Miscellaneous",20,10565,2019
"Miscellaneous manufactured articles",2096,"Scent Sprays",209616,"Miscellaneous",20,179,2019
"Miscellaneous manufactured articles",2096,"Vacuum Flask",209617,"Miscellaneous",20,311416,2019
"Miscellaneous manufactured articles",2096,"Mannequins",209618,"Miscellaneous",20,290,2019
"Works of art; collectors' pieces and antiques",2197,"Paintings",219701,"Arts and Antiques",21,113688,2019
"Works of art; collectors' pieces and antiques",2197,"Sculptures",219703,"Arts and Antiques",21,446701,2019
"Works of art; collectors' pieces and antiques",2197,"Revenue Stamps",219704,"Arts and Antiques",21,440.00000000000006,2019
"Works of art; collectors' pieces and antiques",2197,"Collector's Items",219705,"Arts and Antiques",21,1400803,2019
